5 ; Église de Pantin ; Hoche ; 0.0
5 ; Hoche ; Porte de Pantin ; 0.0
5 ; Porte de Pantin ; Ourcq ; 0.0
5 ; Ourcq ; Laumière ; 0.0
5 ; Laumière ; Jaurès ; 0.0
5 ; Jaurès ; Stalingrad ; 0.0
5 ; Stalingrad ; Gare du Nord ; 0.0
5 ; Gare du Nord ; Gare de l'Est ; 0.0
5 ; Gare de l'Est ; Jacques Bonsergent ; 0.0
5 ; Jacques Bonsergent ; République ; 0.0
5 ; République ; Oberkampf ; 0.0
5 ; Oberkampf ; Richard-Lenoir ; 0.0
5 ; Richard-Lenoir ; Bréguet - Sabin ; 0.0
5 ; Bréguet - Sabin ; Bastille ; 0.0
5 ; Bastille ; Quai de la Rapée ; 0.0
5 ; Quai de la Rapée ; Gare d'Austerlitz ; 0.0
5 ; Gare d'Austerlitz ; Saint-Marcel ; 0.0
5 ; Saint-Marcel ; Campo-Formio ; 0.0
5 ; Campo-Formio ; Place d'Italie ; 0.0
6 ; Charles de Gaulle - Étoile ; Kléber ; 0.0
6 ; Kléber ; Boissière ; 0.0
6 ; Boissière ; Trocadéro ; 0.0
6 ; Trocadéro ; Passy ; 0.0
6 ; Passy ; Bir-Hakeim ; 0.0
6 ; Bir-Hakeim ; Dupleix ; 0.0
6 ; Dupleix ; La Motte-Picquet - Grenelle ; 0.0
6 ; La Motte-Picquet - Grenelle ; Cambronne ; 0.0
6 ; Cambronne ; Sèvres - Lecourbe ; 0.0
6 ; Sèvres - Lecourbe ; Pasteur ; 0.0
6 ; Pasteur ; Montparnasse - Bienvenüe ; 0.0
6 ; Montparnasse - Bienvenüe ; Edgar Quinet ; 0.0
6 ; Edgar Quinet ; Raspail ; 0.0
6 ; Raspail ; Denfert-Rochereau ; 0.0
6 ; Denfert-Rochereau ; Saint-Jacques ; 0.0
6 ; Saint-Jacques ; Glacière ; 0.0
6 ; Glacière ; Corvisart ; 0.0
6 ; Corvisart ; Place d'Italie ; 0.0
6 ; Place d'Italie ; Nationale ; 0.0
6 ; Nationale ; Chevaleret ; 0.0
6 ; Chevaleret ; Quai de la Gare ; 0.0
6 ; Quai de la Gare ; Bercy ; 0.0
6 ; Bercy ; Dugommier ; 0.0
6 ; Dugommier ; Daumesnil ; 0.0
6 ; Daumesnil ; Bel-Air ; 0.0
6 ; Bel-Air ; Picpus ; 0.0
6 ; Picpus ; Nation ; 0.0
7 ; La Courneuve - 8 Mai 1945 ; Fort d'Aubervilliers ; 0.0
7 ; Fort d'Aubervilliers ; Aubervilliers - Pantin - Quatre Chemins ; 0.0
7 ; Aubervilliers - Pantin - Quatre Chemins ; Porte de la Villette ; 0.0
7 ; Porte de la Villette ; Corentin Cariou ; 0.0
7 ; Corentin Cariou ; Crimée ; 0.0
7 ; Crimée ; Riquet ; 0.0
7 ; Riquet ; Stalingrad ; 0.0
7 ; Stalingrad ; Louis Blanc ; 0.0
7 ; Louis Blanc ; Château-Landon ; 0.0
7 ; Château-Landon ; Gare de l'Est ; 0.0
7 ; Gare de l'Est ; Poissonnière ; 0.0
7 ; Poissonnière ; Cadet ; 0.0
7 ; Cadet ; Le Peletier ; 0.0
7 ; Le Peletier ; Chaussée d'Antin - La Fayette ; 0.0
7 ; Chaussée d'Antin - La Fayette ; Opéra ; 0.0
7 ; Opéra ; Pyramides ; 0.0
7 ; Pyramides ; Palais Royal - Musée du Louvre ; 0.0
7 ; Palais Royal - Musée du Louvre ; Pont Neuf ; 0.0
7 ; Pont Neuf ; Châtelet ; 0.0
7 ; Châtelet ; Pont Marie ; 0.0
7 ; Pont Marie ; Sully - Morland ; 0.0
7 ; Sully - Morland ; Jussieu ; 0.0
7 ; Jussieu ; Place Monge ; 0.0
7 ; Place Monge ; Censier - Daubenton ; 0.0
7 ; Censier - Daubenton ; Les Gobelins ; 0.0
7 ; Les Gobelins ; Place d'Italie ; 0.0
7 ; Place d'Italie ; Tolbiac ; 0.0
7 ; Tolbiac ; Maison Blanche ; 0.0
7 ; Maison Blanche ; Porte d'Italie ; 0.0
7 ; Porte d'Italie ; Porte de Choisy ; 0.0
7 ; Porte de Choisy ; Porte d'Ivry ; 0.0
7 ; Porte d'Ivry ; Pierre et Marie Curie ; 0.0
7 ; Pierre et Marie Curie ; Mairie d'Ivry ; 0.0
7 ; Maison Blanche ; Le Kremlin - Bicêtre ; 0.0
7 ; Le Kremlin - Bicêtre ; Villejuif - Léo Lagrange ; 0.0
7 ; Villejuif - Léo Lagrange ; Villejuif - Paul Vaillant-Couturier ; 0.0
7 ; Villejuif - Paul Vaillant-Couturier ; Villejuif - Louis Aragon ; 0.0
8 ; Balard ; Lourmel ; 0.0
8 ; Lourmel ; Boucicaut ; 0.0
8 ; Boucicaut ; Félix Faure ; 0.0
8 ; Félix Faure ; Commerce ; 0.0
8 ; Commerce ; La Motte-Picquet - Grenelle ; 0.0
8 ; La Motte-Picquet - Grenelle ; École Militaire ; 0.0
8 ; École Militaire ; La Tour-Maubourg ; 0.0
8 ; La Tour-Maubourg ; Invalides ; 0.0
8 ; Invalides ; Concorde ; 0.0
8 ; Concorde ; Madeleine ; 0.0
8 ; Madeleine ; Opéra ; 0.0
8 ; Opéra ; Richelieu - Drouot ; 0.0
8 ; Richelieu - Drouot ; Grands Boulevards ; 0.0
8 ; Grands Boulevards ; Bonne Nouvelle ; 0.0
8 ; Bonne Nouvelle ; Strasbourg - Saint-Denis ; 0.0
8 ; Strasbourg - Saint-Denis ; République ; 0.0
8 ; République ; Filles du Calvaire ; 0.0
8 ; Filles du Calvaire ; Saint-Sébastien - Froissart ; 0.0
8 ; Saint-Sébastien - Froissart ; Chemin Vert ; 0.0
8 ; Chemin Vert ; Bastille ; 0.0
8 ; Bastille ; Ledru-Rollin ; 0.0
8 ; Ledru-Rollin ; Faidherbe - Chaligny ; 0.0
8 ; Faidherbe - Chaligny ; Reuilly - Diderot ; 0.0
8 ; Reuilly - Diderot ; Montgallet ; 0.0
8 ; Montgallet ; Daumesnil ; 0.0
8 ; Daumesnil ; Michel Bizot ; 0.0
8 ; Michel Bizot ; Porte Dorée ; 0.0
8 ; Porte Dorée ; Porte de Charenton ; 0.0
8 ; Porte de Charenton ; Liberté ; 0.0
8 ; Liberté ; Charenton - Écoles ; 0.0
8 ; Charenton - Écoles ; École Vétérinaire de Maisons-Alfort ; 0.0
8 ; École Vétérinaire de Maisons-Alfort ; Maisons-Alfort - Stade ; 0.0
8 ; Maisons-Alfort - Stade ; Maisons-Alfort - Les Juilliottes ; 0.0
8 ; Maisons-Alfort - Les Juilliottes ; Créteil - L'Échat ; 0.0
8 ; Créteil - L'Échat ; Créteil - Université ; 0.0
8 ; Créteil - Université ; Créteil - Préfecture ; 0.0
8 ; Créteil - Préfecture ; Pointe du Lac ; 0.0
9 ; Pont de Sèvres ; Billancourt ; 0.0
9 ; Billancourt ; Marcel Sembat ; 0.0
9 ; Marcel Sembat ; Porte de Saint-Cloud ; 0.0
9 ; Porte de Saint-Cloud ; Exelmans ; 0.0
9 ; Exelmans ; Michel-Ange - Molitor ; 0.0
9 ; Michel-Ange - Molitor ; Michel-Ange - Auteuil ; 0.0
9 ; Michel-Ange - Auteuil ; Jasmin ; 0.0
9 ; Jasmin ; Ranelagh ; 0.0
9 ; Ranelagh ; La Muette ; 0.0
9 ; La Muette ; Rue de la Pompe ; 0.0
9 ; Rue de la Pompe ; Trocadéro ; 0.0
9 ; Trocadéro ; Iéna ; 0.0
9 ; Iéna ; Alma - Marceau ; 0.0
9 ; Alma - Marceau ; Franklin D. Roosevelt ; 0.0
9 ; Franklin D. Roosevelt ; Saint-Philippe du Roule ; 0.0
9 ; Saint-Philippe du Roule ; Miromesnil ; 0.0
9 ; Miromesnil ; Saint-Augustin ; 0.0
9 ; Saint-Augustin ; Havre - Caumartin ; 0.0
9 ; Havre - Caumartin ; Chaussée d'Antin - La Fayette ; 0.0
9 ; Chaussée d'Antin - La Fayette ; Richelieu - Drouot ; 0.0
9 ; Richelieu - Drouot ; Grands Boulevards ; 0.0
9 ; Grands Boulevards ; Bonne Nouvelle ; 0.0
9 ; Bonne Nouvelle ; Strasbourg - Saint-Denis ; 0.0
9 ; Strasbourg - Saint-Denis ; République ; 0.0
9 ; République ; Oberkampf ; 0.0
9 ; Oberkampf ; Saint-Ambroise ; 0.0
9 ; Saint-Ambroise ; Voltaire ; 0.0
9 ; Voltaire ; Charonne ; 0.0
9 ; Charonne ; Rue des Boulets ; 0.0
9 ; Rue des Boulets ; Nation ; 0.0
9 ; Nation ; Buzenval ; 0.0
9 ; Buzenval ; Maraîchers ; 0.0
9 ; Maraîchers ; Porte de Montreuil ; 0.0
9 ; Porte de Montreuil ; Robespierre ; 0.0
9 ; Robespierre ; Croix de Chavaux ; 0.0
9 ; Croix de Chavaux ; Mairie de Montreuil ; 0.0
10 ; Boulogne - Pont de Saint-Cloud ; Boulogne - Jean Jaurès ; 0.0
10 ; Boulogne - Jean Jaurès ; Porte d'Auteuil ; 0.0
10 ; Porte d'Auteuil ; Michel-Ange - Auteuil ; 0.0
10 ; Michel-Ange - Auteuil ; Michel-Ange - Molitor ; 0.0
10 ; Michel-Ange - Molitor ; Chardon Lagache ; 0.0
10 ; Chardon Lagache ; Mirabeau ; 0.0
10 ; Mirabeau ; Javel - André Citroën ; 0.0
10 ; Javel - André Citroën ; Charles Michels ; 0.0
10 ; Charles Michels ; Avenue Émile Zola ; 0.0
10 ; Avenue Émile Zola ; La Motte-Picquet - Grenelle ; 0.0
10 ; La Motte-Picquet - Grenelle ; Ségur ; 0.0
10 ; Ségur ; Duroc ; 0.0
10 ; Duroc ; Vaneau ; 0.0
10 ; Vaneau ; Sèvres - Babylone ; 0.0
10 ; Sèvres - Babylone ; Mabillon ; 0.0
10 ; Mabillon ; Odéon ; 0.0
10 ; Odéon ; Cluny - La Sorbonne ; 0.0
10 ; Cluny - La Sorbonne ; Maubert - Mutualité ; 0.0
10 ; Maubert - Mutualité ; Cardinal Lemoine ; 0.0
10 ; Cardinal Lemoine ; Jussieu ; 0.0
10 ; Jussieu ; Gare d'Austerlitz ; 0.0
11 ; Châtelet ; Hôtel de Ville ; 0.0
11 ; Hôtel de Ville ; Rambuteau ; 0.0
11 ; Rambuteau ; Arts et Métiers ; 0.0
11 ; Arts et Métiers ; République ; 0.0
11 ; République ; Goncourt ; 0.0
11 ; Goncourt ; Belleville ; 0.0
11 ; Belleville ; Pyrénées ; 0.0
11 ; Pyrénées ; Jourdain ; 0.0
11 ; Jourdain ; Place des Fêtes ; 0.0
11 ; Place des Fêtes ; Télégraphe ; 0.0
11 ; Télégraphe ; Porte des Lilas ; 0.0
11 ; Porte des Lilas ; Mairie des Lilas ; 0.0
12 ; Front Populaire ; Porte de la Chapelle ; 0.0
12 ; Porte de la Chapelle ; Marx Dormoy ; 0.0
12 ; Marx Dormoy ; Marcadet - Poissonniers ; 0.0
12 ; Marcadet - Poissonniers ; Jules Joffrin ; 0.0
12 ; Jules Joffrin ; Lamarck - Caulaincourt ; 0.0
12 ; Lamarck - Caulaincourt ; Abbesses ; 0.0
12 ; Abbesses ; Pigalle ; 0.0
12 ; Pigalle ; Saint-Georges ; 0.0
12 ; Saint-Georges ; Notre-Dame-de-Lorette ; 0.0
12 ; Notre-Dame-de-Lorette ; Trinité - d'Estienne d'Orves ; 0.0
12 ; Trinité - d'Estienne d'Orves ; Saint-Lazare ; 0.0
12 ; Saint-Lazare ; Madeleine ; 0.0
12 ; Madeleine ; Concorde ; 0.0
12 ; Concorde ; Assemblée Nationale ; 0.0
